sig3,eps1,sig1,eps3
25,0.0001764,29.86917,-0.0000955
25,0.0001853,31.34588,-0.0001374
25,0.0002212,32.65586,-0.0001523
25,0.0002212,35.82363,-0.0001553
25,0.0002212,34.68038,-0.0001672
25,0.0002212,33.53712,-0.0001672
25,0.0002577,37.44325,-0.0001672
25,0.0003706,44.35043,-0.0001672
25,0.0003706,38.92949,-0.0001672
25,0.0004005,40.03146,-0.0001672
25,0.0004064,41.60661,-0.0001672
25,0.0004104,43.28657,-0.0001672
25,0.0004901,45.59849,-0.0001672
25,0.0004901,46.90688,-0.0001672
25,0.0005499,49.25691,-0.0001672
25,0.0005598,48.36771,-0.0001672
25,0.0005738,50.59071,-0.0001672
25,0.0006096,51.92452,-0.0001822
25,0.0006523,53.43525,-0.0001911
25,0.0006992,55.21138,-0.0001971
25,0.0007291,56.307,-0.0001971
25,0.0007291,57.45026,-0.0001971
25,0.000759,58.59352,-0.0001971
25,0.0007889,60.88003,-0.000227
25,0.0008387,59.76853,-0.000227
25,0.0008486,63.35709,-0.0002469
25,0.0008486,64.5718,-0.0002569
25,0.0008785,62.1662,-0.0002569
25,0.0009681,66.27875,-0.0002569
25,0.0010279,67.6307,-0.0002748
25,0.0010279,70.97881,-0.0003166
25,0.0011009,69.5021,-0.0003166
25,0.0011607,71.86801,-0.0003166
25,0.0012371,73.50351,-0.0003226
25,0.0012371,74.55149,-0.0003764
25,0.0012968,76.18063,-0.0003764
25,0.0013566,79.42939,-0.0003764
25,0.0014163,81.15063,-0.0003764
25,0.0014163,77.57636,-0.0004063
25,0.0014462,83.3641,-0.0004361
25,0.0014761,85.65062,-0.0005002
25,0.0014761,82.332,-0.0005258
25,0.0015657,84.56029,-0.0005258
25,0.0016195,86.72719,-0.0005258
25,0.0016767,88.25017,-0.0005317
25,0.0016938,89.86978,-0.0005428
25,0.0018047,91.15255,-0.0005922
25,0.0018579,92.75364,-0.0006453
25,0.0018944,94.1139,-0.0006602
25,0.0019043,95.24128,-0.0006752
25,0.0019755,96.04882,-0.0007648
25,0.0020029,97.54545,-0.0007733
25,0.0021169,98.63636,-0.0007947
25,0.0021169,99.90909,-0.0008246
25,0.0022309,101,-0.0008482
25,0.002288,101.90909,-0.0008482
25,0.002345,103.54545,-0.0008482
25,0.002459,104.81818,-0.0008843
25,0.002516,105.72727,-0.0009052
25,0.0025731,107,-0.0009142
25,0.0026832,107.95367,-0.0009308
25,0.0028087,109.9277,-0.0009321
25,0.0028505,111.59622,-0.0009441
25,0.0029102,112.75536,-0.0009441
25,0.0030596,114.16855,-0.0010337
25,0.0030682,115.64753,-0.0010536
25,0.0030895,116.70912,-0.0011532
25,0.003209,118.2811,-0.0012343
25,0.0032987,119.63872,-0.001325
